naId,recordGroup,level,status,exemptions,securityClassification,note,coverageStart,coverageEnd,title
7553663,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 11-13/1-62, 1 Aug 62, Soviet Intentions with Respect to Berlin"
7579623,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Mr. Clarendon from Kirk re: Progress on Miss Clavero's Fulbright Application, 2/4/63"
1280601,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,"Most documents have been declassified, but some are still classified and unavailable for research. Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Information Reports Filed Under File Code OO-X
7542367,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"11) SNIE 11-7-62, 24 Jan 62, Probable Trends in Soviet Military Assistance"
7553358,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"124) NIE 10-61, 8 Aug 61, Authority and Control in the Communist Movement"
7553590,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"48) NIE 11-14-79, 31 Jan 79, Warsaw Pact Forces Opposite NATO"
7579557,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Memo for DCI from Richard Bissell re: Mr. Barnes' Memo on the IG Survey of the Cuban Operation, 1/27/62"
1374832,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,"Stankiewicz, Stanislaw"
7542354,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"52) NIE 11-3/8-82, 15 Feb 83, Soviet Capabilities for Strategic Nuclear Conflict, 1982-92"
7542460,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"52) NIE 11-4-72, 2 Mar 72, Issues and Options in Soviet Military Policy"
7553638,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"37) NIE 11-1-80, 6 Aug 80, Soviet Military Capabilities and Intentions in Space"
1374383,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,"Habich, Jakob"
7542398,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"42) NIE 20-1-69, 4 Dec 69, Europe, the US and the USSR"
7553386,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"25) NIE 80/90-71, 29 Apr 71, The Soviet Role in Latin America"
7553479,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"12) Memo to Holders of NIE 11-5-58, 25 Nov 58"
7579609,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to A. Belmont from Kirk re: Appreciation for Informative Briefing, 8/16/60"
7542359,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"3) NIE 100-3-60, 9 Aug 60, Sino-Soviet Relations"
7542372,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"16) NIE 11-6-62, 28 May 62, Trends in Soviet Science and Technology"
7542386,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"30) NIE 15-67, 13 Apr 67, The Yugoslav Experiment"
7553321,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"87) NIE 11-3-56, 28 Feb 56, Probable Short-Term Communist Capabilities and Intentions Regarding Berlin"
1284073,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,"Most documents have been declassified, but some are still classified and unavailable for research. Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Surveys and Abstracts
7542660,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"SNIE 97-85, Nov 85, Peru: Prospects for Increased Soviet Bloc Influence"
7553338,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"104) NIE 100-4-58, 15 Apr 58, Probable Sino-Soviet Reactions to US Deployment of IRBMs on the Soviet Bloc Periphery"
7579475,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter from Mr./Mrs. Hollingsworth to Kirk re: Scholarships, 12/24/60"
7542206,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"31) SE 30, 5 Jun 52, Probable Soviet courses of Action with Respect to Berlin Through Mid-1953"
7553297,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"63) SNIE 10-4-54, 15 Jun 54, Communist Reactions to Certain US Courses of Action with Respect to Indochina"
7553416,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"1) NIE 100-57, 26 Mar 57, Sino-Soviet Foreign Economic Policies and Their Probable Effects in Underdeveloped Areas"
7553650,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"49) NIE 11-1-85J, Dec 85, Soviet Space Programs"
102260488,263,series,Restricted - Fully,FOIA (b)(1) National Security,Secret,,,,Research and Development Project Case Files
7542177,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"2) NIE 2/2, 27 Nov 50, Soviet Participation in the Air Defense of Manchuria"
7553512,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"45) NIE 11-3-67, 9 Nov 67, Soviet Strategic Air and Missile Defenses"
1374603,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,"Maikovskis, Boleslava"
7542178,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"3) NIE 11, 5 Dec 50, Soviet Intentions in the Current Situation"
7542400,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"44) SNIE 11.1-72, 16 May 72, Security Conditions in the USSR, Poland, Austria, and Iran"
7553257,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"23) NIE 55, 7 Dec 51, Communist Capabilities and Probable Courses of Action in Korea Through Mid-1952"
7553687,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"SNIE 71/11-85, Oct 85, Soviet Military Support to Angola: Intentions and Prospects"
7579551,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Memo to Honorable McGeorge Bundy, The White House, from Kirk; 10/3/61"
25777974,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,,,,Daily Reports
7542513,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"30) NIE 11-14-67, 9 May 68, Soviet and East European General Purpose Forces"
7542526,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"43) NIE 11-14-71, 10 Aug 72, Warsaw Pact Forces for Operations in Eurasia"
7553673,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NI IIM 78-10024, 14 Nov 78, Sino-Soviet Competition in Indochina"
7579564,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Memo to DCI from Kirk re: Report on the Cuban Operation, 12/1/61"
102260471,263,series,Restricted - Fully,FOIA (b)(1) National Security,Top Secret,,,,Intelligence Reports
7542547,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"5) SNIE 100-5-57, 19 Mar 57, Probable World Reaction to Certain Civil Defense Programs"
7542571,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"29) IIM 74-018, Oct 74, A Soviet Land-Mobile ICBM: Evidence of Development and Consideration Affecting a Decision on Deployment"
7542585,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"43) NIE 11-1-83, 19 Jul 83, The Soviet Space Program"
1374527,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,"Kovacs, Janos"
7553317,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"83) NIE 11-13-55, 4 Oct 55, Soviet Foreign Policy in the Light of the Summit Conference"
7542199,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"24) SE 20, 17 Dec 51, The Probable Consequences of Certain Possible US courses of Action with Respect to Communist China and Korea"
7542507,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"24) NIE 11-4-66, 16 Jun 66, Main Trends in Soviet Military Policy"
7542545,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"3) SNIE 11-9-55, 28 Jun 55, Clandestine Introduction of Nuclear Weapons Under Diplomatic Immunity"
7542602,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 11-6-56, 9 Oct 56, Capabilities and Trends of Soviet Science and Technology"
7553459,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"44) SNIE 11.1-72, 16 May 72, Security Conditions in the USSR, Poland, Austria, and Iran"
7553716,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"SNIE 83.3-3-85, Mar 85, Nicaragua: Soviet Bloc and Radical Support for the Sandinista Regime"
7579549,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Memo to Mr. Bromley Smith, The White House, from Kirk; 11/17/61"
7579616,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Kirk from Hoover re: Thoughtfulness in Writing About Meetings with J. Wachter and J Speakes, 9/19/58"
7542255,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"80) NIE 11-6-55, 1 July 55, Probable Intelligence Warning of Soviet Attack on the US Through Mid-1958"
7542439,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"31) NIE 11-9-63, 15 Jul 63, Soviet Capabilities and Intentions to Orbit Nuclear Weapons"
7553356,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"122) SNIE 2-2-61, 11 Jul 61, Soviet and Other Reactions to Possible US Courses of Action with Respect to Berlin"
7542241,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"66) NIE 11-4-54, 14 Sept 54, Soviet Capabilities and Probable Courses of Action Through Mid-1959"
7542576,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"34) NIO IIM 76-041, Nov 76, Soviet Civil Defense"
7542626,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 11-12-83, 14 Dec 83, Prospects for Soviet Military Technology and Research and Development"
7579565,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"MFR from C.P. Cabell re: IG's Report on Cuba, 11/28/61"
7579661,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Kirk from D. Milton Ladd re: Terribly Sorry to Hear of Your Illness, 7/30/52"
1374819,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,"Soobzokov, Tscherim"
7542467,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"59) NIE 11-3/8-74, 11 Nov 74, Soviet Forces for Intercontinental Conflict Through 1985"
7553325,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"91) SNIE 11-8-56, 6 Nov 56, Likelihood of Soviet Violation of Austrian Neutrality"
7553347,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"113) SNIE 100-7-59, 11 Jun 59, Soviet Tactics on Berlin"
7553573,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"31) Memo to Holders of NIE 11-6-67, Soviet Strategy and Intentions in the Mediterranean Basin and SNIE 11-9-68, Soviet Interests and Activities in Arab States"
7542511,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"28) SNIE 4-1-67, 6 Jul 67, Implications of a Mutual Reduction of US and Soviet Forces in Europe"
7542588,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"46) NIE 11-1/7-84, Nov 84, Potential for the Transfer of US Space Technology to the Soviet Union"
7553310,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"76) NIE 11-3-55, 17 May 55, Soviet Capabilities and Probable Soviet Courses of Action Through 1960"
7553508,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"41) NIE 11-3-66, 17 Nov 66, Soviet Strategic Air and Missile Defenses"
7579481,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to R. Wiggins from Kirk re: Most Recent Development in Efforts to Find Gainful Work for an Individual, 6/20/60"
7579532,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Dulles from Kirk re: Representative of US Shipping Board Predicting Pearl Harbor, 5/27/65"
7542263,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"88) SNIE 100-4-56, 10 Apr 56, Possibility of Chinese Communist Military Action Against Certain Offshore Islands"
7542411,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"3) SNIE 11-6-57, 10 Jan 57, Soviet Gross Capabilities for Attack on the Continental US in Mid-1960"
7542211,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"36) SE 36, 5 Mar 53, Soviet Capabilities for Attack on the US Through Mid-1955"
7553296,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"62) NIE 11-5-54, 7 Jun 54, Soviet Capabilities and Main Lines of Policy Through Mid-1959"
7553660,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"IIM, Nov 75, Soviet Dependence on Space Systems"
7579612,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Memo for Chief, Staff C From Kirk re: Items on the CIA Agenda for the Monthly Meeting with the FBI, 4/9/52"
7542324,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"22) NIE 11-6-70, 5 Mar 70, Soviet Policies in the Middle East and Mediterranean Area"
7542452,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"44) NIE 11-8-67, 26 Oct 67, Soviet Capabilities for Strategic Attack"
7553553,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"11) Memo to Holders of Annexes A and B of NIE 11-4-61, Main Trends in Soviet Capabilities and Policies, 1961-1966"
7553717,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 11-18-85, Nov 85, Domestic Stresses on the Soviet System"
7579627,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Mr. Clarendon from Kirk re: Steps to Get Fulbright Scholarship for Miss Clavero, 11/3/62"
7542369,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"13) NIE 11-5-62, 21 Feb 62, Political Developments in the USSR and the Communist World"
7553246,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"12) SE 7, 15 Jun 51, Probable Soviet Reaction to the Inclusion of Greece and Turkey in Western Defense Agreements"
7553362,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"1) NIE 29, 20 Mar 51, Probability of an Invasion of Yugoslavia in 1951"
1374235,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,"Braun, Wernher von"
7542454,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"46) NIE 11-4-68, 19 Sept 68, Main Issues in Soviet Military Policy"
7579571,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Stuart Hedden (First CIA IG) re: Being Back on the Job, 4/9/53"
305945,263,series,Restricted - Partly,FOIA (b)(1) National Security; FOIA (b)(1) National Security,Restricted Data/Formerly Restricted Data,,1929,2015,Published Maps
7542469,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"61) NIE 11-3/8-76, 21 Dec 76, Soviet Forces for Intercontinental Conflict Through the Mid-1980s"
7542556,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"14) NIE 11-10-66, 18 Aug 66, Warning of Soviet Intention to Attack"
7553520,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"53) NIE 11-8-72, 26 Oct 72, Soviet Forces for Intercontinental Attack"
7553604,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"3) SNIE 11-9-55, 28 Jun 55, Clandestine Introduction of Nuclear Weapons Under Diplomatic Immunity"
7542275,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"100) SNIE 11-7-57, 10 Dec 57, Feasibility and Likelihood of Soviet Evasion of a Nuclear Test Moratorium"
7542672,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 11-12-87/I, Jul 87, Management and Development of Soviet Military Technology"
7553415,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 11-3/8-82, 15 Feb 83, Soviet Capabilities for Strategic Nuclear Conflict, 1982-92"
7542519,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"36) NIE 11-14-68, 12 Dec 68, Soviet and East European General Purpose Forces"
7553634,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"33) NIO IIM 76-039J, Oct 76, Trends in Soviet Military Programs"
7579498,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to M. Lazo from Kirk re: Wanting to Drop a Line at Christmas, 2/6/63"
7579586,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Hoover from Dulles re: True Magazine Article, 8/27/59"
7579628,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter to Mr. Clarendon from Kirk re: Belief that Miss Clavero Would Get Scholarship, 12/6/62"
7553250,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"16) NIE 31, 4 Sept 51, Soviet Capabilities for Clandestine Attack Against the US with Weapons of Mass Destruction and the Vulnerability of the US to Such Attack (mid-1951 to mid-1952)"
7553408,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"47) NIE 11/4-82, 10 Aug 82, The Soviet Challenge to US Security Interests"
7553644,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"43) NIE 11-1-83, 19 Jul 83, The Soviet Space Program"
7542329,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"27) SNIE 11.1-72, 16 May 72, Security Conditions in the USSR, Poland, Austria, and Iran"
7542611,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIO IIM 76-012J, Mar 76, Soviet Approaches to Defense Against Ballistic Missile Submarines and Prospects for Success"
7553574,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"32) SNIE 11-13-68, 18 Jul 68, US Intelligence Capabilities to Monitor Certain Limitations on Soviet Strategic Weapons Programs"
7579649,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Note re: Being Called to the Attention of the DCI by Secretary of Labor
7553284,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"50) SE 36/1, 3 Aug 53, Soviet Capabilities for Attack on the US Through Mid-1955"
7579486,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Memo to DCI from Kirk re: Undersecretary Carr Expressing an Interest in Language Training, 4/21/61"
7553379,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"18) NIE 11-7-66, 28 Apr 66, Trends in Soviet General Policies"
7553429,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"14) NIE 11-9-62, 2 May 62, Trends in Soviet Foreign Policy"
7542642,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"SNIE 11/30-1-75, 30 Jan 75, Possible Soviet Military Intervention in a Syria-Israeli War"
7553339,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"105) SNIE 11-6-58, 24 Jun 58, The Soviet Attitude Toward Disarmament"
7579473,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,"Letter from Mrs. Hollingsworth to Kirk re: Inability to Help with Education Aid Along with Attached Letter, 10/31/60"
7553261,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"27) NIE 53, 19 Feb 52, Probable Soviet Courses of Action with Respect to Germany During 1952"
7553693,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NIE 13/11-84, 5 Apr 84, The Changing Sino-Soviet Relationship"
25777721,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,This series has undergone a comprehensive declassification review and most documents have been declassified. A few individual documents within the series remain classified and unavailable for research. Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the few documents that could not be declassified at the time of the comprehensive review.,,,Soviet and Communist Asian Industrial Plant Supplements and Issuances
1280598,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,"Most documents have been declassified, but some are still classified and unavailable for research. Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Information Reports Filed Under File Code OO-UC
7542249,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"74) NIE 12.5-55, 29 Mar 55, Current Situation and Probable Developments in Hungary"
601879,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,"This series has undergone a comprehensive declassification review. Some documents have been declassified, but others remain classified and are unavailable for research. Withdrawal sheets capturing information necessary for mandatory declassification review requests replace the classified documents.",,,Daily Reports
7542179,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"4) NIE 15, 11 Dec 50, Probable Soviet Moves to Exploit the Present Situation"
7553679,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,"NI IIM 81-10001JX, Apr 82, The Readiness of Soviet Air Forces"
